05/21/18 16:17:06:090 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4976 | __OOBELIB_LOG_FILE__
05/21/18 16:17:17:049 | [INFO] |  |  |  | OOBELib |  |  | 4556 | OOBELib CheckWFType ENDED
05/21/18 16:17:19:405 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | (re)load Local Dispatch Table status-[0].
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Scope : [2]
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Setting scope to GM
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | EndPoint requested: [IdentityManagement]
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Length of the URL: [30]
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Returning from getEndpointAddr: [0]
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | EndPoint requested: [IdentityManagement]
05/21/18 16:17:19:408 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Length of the URL: [30]
05/21/18 16:17:19:409 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | URL found [https://ims-na1.adobelogin.com]
05/21/18 16:17:19:409 | [INFO] |  |  |  | DispatchClientLib |  |  | 4556 | Returning from getEndpointAddr: [0]
05/21/18 16:19:47:809 | [INFO] |  |  |  | OOBELib |  |  | 4556 | OOBELibImpl::CommitPCD STARTED
05/21/18 16:19:47:809 | [DEBUG] |  |  |  | ServiceLoader |  |  | 4556 | looking for library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/21/18 16:19:47:810 | [DEBUG] |  |  |  | ServiceLoader |  |  | 4556 | Found library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/21/18 16:19:47:848 | [INFO] |  |  |  | OOBELib |  |  | 4556 | OOBELibImpl::CommitPCD ENDED
05/21/18 16:19:47:848 | [INFO] |  |  |  | OOBELib |  |  | 4556 | Closing AdobeIALClient 1.0 Release (build 1.0.6.3) session.
05/21/18 16:19:47:848 | [INFO] |  |  |  | SLCoreService |  |  | 4556 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:19:47:862 | [INFO] |  |  |  | SLCoreService |  |  | 4556 | Service destruction took 14.0 ms and succeed.
05/21/18 16:19:47:862 | [INFO] |  |  |  | OOBELib |  |  | 4556 | *************OOBELib Session Ends*************
05/21/18 16:20:05:196 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4196 | ***********Silent Activator Launched = 7.0.0.155,7.0 ************
05/21/18 16:20:05:196 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:20:05:196 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Service construction took 0.1 ms and succeed.
05/21/18 16:20:05:196 | [INFO] |  |  |  | PCDService |  |  | 4196 | PCD Service in non-threaded mode
05/21/18 16:20:05:199 | [INFO] |  |  |  | AXFBLicensing |  |  | 4196 | All function pointers successfully retrieved
05/21/18 16:20:05:199 | [DEBUG] |  |  |  | Activation |  |  | 4196 | PerformWorkflow : Trying to acquire the semaphore
05/21/18 16:20:05:199 | [DEBUG] |  |  |  | Activation |  |  | 4196 | PerformWorkflow : Semaphore acquired
05/21/18 16:20:05:200 | [DEBUG] |  |  |  | Activation |  |  | 4196 | ProcessXMLFile : ELEID found Photoshop-CS7-Win-GM
05/21/18 16:20:05:200 | [DEBUG] |  |  |  | Activation |  |  | 4196 | LEID=Photoshop-CS7-Win-GM DLEID=Photoshop-CS7-Win-GM ELEID=Photoshop-CS7-Win-GM LOCALE=en_US APPAMT = C:\Program Files\Adobe\Adobe Photoshop CC\AMT DAMT = C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver
05/21/18 16:20:05:200 | [DEBUG] |  |  |  | HEADLESS MODE |  |  | 4196 | HEADLESS MODE is : 
05/21/18 16:20:05:204 | [DEBUG] |  |  |  | PCDService |  |  | 4196 | No value for key [EULA_ACCEPTANCE_SERVER] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:20:05:208 | [DEBUG] |  |  |  | PCDService |  |  | 4196 | No value for key [EULADelay] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:20:05:214 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:20:05:215 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | (re)load Local Dispatch Table status-[0].
05/21/18 16:20:05:215 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Scope : [2]
05/21/18 16:20:05:215 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Setting scope to GM
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Scope : [2]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Setting scope to GM
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | EndPoint requested: [RecordAction]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Length of the URL: [57]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Returning from getEndpointAddr: [0]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | EndPoint requested: [RecordAction]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Length of the URL: [57]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | URL found [https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction]
05/21/18 16:20:05:216 | [INFO] |  |  |  | DispatchClientLib |  |  | 4196 | Returning from getEndpointAddr: [0]
05/21/18 16:20:05:233 | [INFO] |  |  |  | OOBELib |  |  | 4196 | HTTPCommunicationAgent::processMessage is https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction (extURL=)
05/21/18 16:20:05:459 | [ERROR] |  |  |  | OOBELib |  |  | 5252 | windows error: 12029
05/21/18 16:20:05:459 | [INFO] |  |  |  | OOBELib |  |  | 4196 | HTTPCommunicationAgent- Return Code:[163] response size-[0] time taken-[226.79]ms.
05/21/18 16:20:05:460 | [INFO] |  |  |  | OOBELib |  |  | 4196 | IALClient Set EULAStatus Status-[419] took-[243.91]ms.
05/21/18 16:20:05:460 | [ERROR] |  |  |  | OOBELib |  |  | 4196 | MakeIALRecordEulaAcceptanceCall : Error returned by IAL error code : 419
05/21/18 16:20:05:460 | [DEBUG] |  |  |  | Activation |  |  | 4196 | PerformWorkflow : Launching PDApp via SA
05/21/18 16:20:05:460 | [DEBUG] |  |  |  | Activation |  |  | 4196 | LaunchAAM WF : Subsequent_Launch and Type =REG 
05/21/18 16:20:05:460 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Syncing to license store...
05/21/18 16:20:05:500 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Found client mkey.
05/21/18 16:20:05:525 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Loading license references...
05/21/18 16:20:05:527 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Found 1 license file(s)
05/21/18 16:20:05:529 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Parsing license file [171877917.lic] succeed.
05/21/18 16:20:05:529 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | License store synchronization took 69.5 ms and succeed.
05/21/18 16:20:05:529 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85052 seconds.
05/21/18 16:20:05:529 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Query license: type = 0, duration = 0 days, remaining = expired.
05/21/18 16:20:05:530 | [DEBUG] |  |  |  | Activation |  |  | 4196 | LaunchAAM : Trial Dur 30 Trial Rem 19
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AdobeCode [{AA01D250-3E72-4FD7-9A3B-F9A9C1DBC016}]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AdobeIDCreated [false]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppAMTBkGndFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\background.png]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppAMTConnectionFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\ConnectionFAQ.html]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppAMTLicenseAFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\LicenseFAQ.html]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppAMTLogoFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\adobelogo.png]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppDriverAMTPath [C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppDriverLEID [Photoshop-CS7-Win-GM]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppEULAFolderPath [C:\Program Files\Adobe\Adobe Photoshop CC\Legal]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppHostAppType [ALM_HostAppType_LicensedProduct]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppLaunchPath [C:\Program Files\Adobe\Adobe Photoshop CC\Photoshop.exe]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppLicensingAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppLicensingLEID [Photoshop-CS7-Win-GM]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppListOfLocales [en_US]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppName [Adobe Photoshop CC]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppPath [C:\Program Files\Adobe\Adobe Photoshop CC]
05/21/18 16:20:05:530 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppRunningLEID [Photoshop-CS7-Win-GM]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppRunningLocale [en_US]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppSerialNumber [911987094032700067932452]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value AppTrialSerialNumber [911987094032700067932452]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value BuyURL [http://www.adobe.com/go/buy?productID=45&release=2.0&platform=0&locale=en_US]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value ClaimSource [nag_trial]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value DriverAdobeCode [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value ExtendedProfileRegURL [http://www.adobe.com/go/adobemembership?productID=45&release=2.0&platform=0&locale=en_US&source=PCSTHX]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value ForcedActivation [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value HasSAASBit [1]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value HasSubscriptionBit [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value LaunchMode [postchrome]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value NoTrial [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value Platform [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value ProductID [45]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value ProductVersion [2.0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value RunningLicenseRemainingDays [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value ShowEULA [false]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value TrialExpired [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value TrialGrace [30]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value TrialLeft [19]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value UpgradeCheckRequired [0]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Key Value WorkFlowType [Subsequent_Launch]
05/21/18 16:20:05:531 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Subsequent_Launch
05/21/18 16:20:05:543 | [INFO] |  |  |  | uiswitch |  |  | 4196 | PDApp
05/21/18 16:20:05:543 | [INFO] |  |  |  | uiswitch |  |  | 4196 | Launched
05/21/18 16:20:05:543 | [DEBUG] |  |  |  | Activation |  |  | 4196 | LaunchAAM : App Manager launched
05/21/18 16:20:05:543 | [INFO] |  |  |  | Activation |  |  | 4196 | Semaphore signalled
05/21/18 16:20:05:543 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:20:05:544 | [INFO] |  |  |  | SLCoreService |  |  | 4196 | Service destruction took 1.0 ms and succeed.
05/21/18 16:20:05:544 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4196 | ***********Silent Activator End*******************
05/21/18 16:20:07:675 | [INFO] |  |  |  | OOBELib |  |  | 5180 | *************OOBELib Session Starts*************
05/21/18 16:20:07:675 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Version 7.0.0.155,7.0

05/21/18 16:20:07:675 | [INFO] |  |  |  | PCDService |  |  | 5180 | PCD Service in non-threaded mode
05/21/18 16:20:07:679 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:20:07:680 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | (re)load Local Dispatch Table status-[0].
05/21/18 16:20:07:680 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Scope : [2]
05/21/18 16:20:07:680 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Setting scope to GM
05/21/18 16:20:08:005 | [ERROR] |  |  |  | OPMWrapper |  |  | 5180 | Failed in getting value for key in OPMGetValueForKey
05/21/18 16:20:08:005 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Failed to get Proxy username in OPM DB
05/21/18 16:20:08:007 | [INFO] |  |  |  | AXFBLicensing |  |  | 5180 | All function pointers successfully retrieved
05/21/18 16:20:08:015 | [INFO] |  |  |  | OOBELib |  |  | 5180 | SetXMLData()
05/21/18 16:20:08:015 | [INFO] |  |  |  | OOBELib |  |  | 5180 | SetXMLData():mBonusLaunchCode not found
05/21/18 16:20:08:015 | [INFO] |  |  |  | OOBELib |  |  | 5180 | SetXMLData():NoTrial not found
05/21/18 16:20:08:016 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:20:08:016 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Service construction took 0.1 ms and succeed.
05/21/18 16:20:08:019 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Running in App context

05/21/18 16:20:08:024 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELib CheckWFType STARTED
05/21/18 16:20:08:050 | [INFO] |  |  |  | AXFBLicensing |  |  | 5180 | IsProductAndSNLicensedBySuite : Could not get AX/FB Lic details 3..

05/21/18 16:20:08:053 | [INFO] |  |  |  | OOBELib |  |  | 5180 | CheckWFType : Updating latest SN
05/21/18 16:20:08:055 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Syncing to license store...
05/21/18 16:20:08:072 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Found client mkey.
05/21/18 16:20:08:094 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Loading license references...
05/21/18 16:20:08:096 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Found 1 license file(s)
05/21/18 16:20:08:098 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Parsing license file [171877917.lic] succeed.
05/21/18 16:20:08:098 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | License store synchronization took 43.2 ms and succeed.
05/21/18 16:20:08:098 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85049 seconds.
05/21/18 16:20:08:098 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Found Trial Serial. Looking for alternate serial if any.
05/21/18 16:20:08:098 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/21/18 16:20:08:100 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/21/18 16:20:08:100 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELib GetLicensingLEID : App LEID is Photoshop-CS7-Win-GM{|}en_US 
05/21/18 16:20:08:100 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELib GetLicensingLEID : FLMap entry found 
05/21/18 16:20:08:100 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELib GetLicensingLEID : LEID to be set is Photoshop-CS7-Win-GM 
05/21/18 16:20:08:100 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Not a case of AX/FB licensing : Photoshop-CS7-Win-GM, 911987094032700067932452
05/21/18 16:20:08:100 | [INFO] |  |  |  | OOBELib |  |  | 5180 | CheckWFType : Updating running SN record
05/21/18 16:20:08:100 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85049 seconds.
05/21/18 16:20:08:100 | [INFO] |  |  |  | OOBELib |  |  | 5180 | UpdateRecordCheckWFType : License found, retrieving information
05/21/18 16:20:08:100 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85049 seconds.
05/21/18 16:20:08:101 | [ERROR] |  |  |  | SLCoreService |  |  | 5180 | No value for key [PersonGUID] in user dictionary.
05/21/18 16:20:08:101 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:101 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:101 | [INFO] |  |  |  | OOBELib |  |  | 5180 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/21/18 16:20:08:101 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Total License Duration is : 30
05/21/18 16:20:08:101 | [INFO] |  |  |  | OOBELib |  |  | 5180 | License Duration Left is : 19
05/21/18 16:20:08:101 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:101 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Setting validation as true for trial serial numbers
05/21/18 16:20:08:101 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:102 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:20:08:105 | [INFO] |  |  |  | OOBELib |  |  | 5180 | CheckWFType : Updating driver trial SN record
05/21/18 16:20:08:105 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85049 seconds.
05/21/18 16:20:08:105 | [INFO] |  |  |  | OOBELib |  |  | 5180 | UpdateRecordCheckWFType : License found, retrieving information
05/21/18 16:20:08:106 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85049 seconds.
05/21/18 16:20:08:106 | [ERROR] |  |  |  | SLCoreService |  |  | 5180 | No value for key [PersonGUID] in user dictionary.
05/21/18 16:20:08:106 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:106 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:106 | [INFO] |  |  |  | OOBELib |  |  | 5180 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/21/18 16:20:08:106 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Total License Duration is : 30
05/21/18 16:20:08:106 | [INFO] |  |  |  | OOBELib |  |  | 5180 | License Duration Left is : 19
05/21/18 16:20:08:106 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/21/18 16:20:08:106 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Setting validation as true for trial serial numbers
05/21/18 16:20:08:106 | [DEBUG] |  |  |  | PCDService |  |  | 5180 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
